imo,name,ship_type,fuel_kg_per_nm_consumption,c02_kg_per_nm_emissions
9420796,DANZIGERGRACHT,General cargo ship,81.41,254.15
9420801,DELTAGRACHT,General cargo ship,81.14,253.16
9420813,DIAMANTGRACHT,General cargo ship,98.32,309.28
9420825,DOLFIJNGRACHT,General cargo ship,76.92,240.35
9420837,DONAUGRACHT,General cargo ship,75.36,235.3
9420849,DYNAMOGRACHT,General cargo ship,82.18,256.83
9420851,VOGE DIGNITY,Chemical tanker,113,353.49
9420863,VOGE TRUST,Oil tanker,109.66,343.21
9421051,GUNCE AKAY,General cargo ship,40.06,125.2
9421063,MANISA EMY / LEUVEBORG,General cargo ship,47.71,149.39
9421075,MANISA BELLA / LENNEBORG,General cargo ship,47.49,149.98
9421087,LOOBORG,General cargo ship,43.81,138.5
9421099,MANISA KATE / LOENERBORG,General cargo ship,53.54,168.49
9421116,BBC JADE,General cargo ship,54.86,171.59
9421128,SIDER MARIEL,General cargo ship,51.56,161.58
9421130,BREB COURTESY,General cargo ship,52.58,165.05
9421142,BREB CUXHAVEN,General cargo ship,56.87,177.96
9421154,SIDER MOIN,General cargo ship,50.05,156.75
9421166,BREB COUNTESS,General cargo ship,57.49,180.31
9421178,BREB COURAGEOUS,General cargo ship,45.31,142.71
9421295,VESTHOLMEN,Chemical tanker,86.44,274.46
9421336,MR ARIES,Chemical tanker,108.32,340.35
9421960,SCF PRIMORYE,Oil tanker,216.73,680.27
9421972,SCF SAMOTLOR,Oil tanker,189.65,594.23
9422122,CUNEYT SOLAKOGLU,Ro-ro ship,123.9,385.91
9422134,CEMIL BAYULGEN,Ro-ro ship,115.33,359.21
9422328,PAGANINI,Bulk carrier,105.48,330.83
9422366,AEGEAN STAR,Oil tanker,258.51,806.02
9422378,JUNO,Bulk carrier,75.83,238.37
9422445,SCF SURGUT,Oil tanker,218.77,683.73
9422457,SCF BAIKAL,Oil tanker,183.78,574.86
9422524,DUBAI ANGEL,Oil tanker,178.82,561.08
9422548,DUBAI BEAUTY,Oil tanker,168.62,529.02
9422550,DUBAI BRILLIANCE,Oil tanker,142.28,446.51
9422639,NORDIC AGNETHA,Chemical tanker,154.86,485.78
9422641,NORDIC AMY,Chemical tanker,109.85,346.2
9422677,NORDIC MARI,Chemical tanker,69.66,219.24
9422835,GARIBALDI SPIRIT,Oil tanker,110.72,344.99
9422938,MAIA,Bulk carrier,99.01,308.94
9422940,MYRSINI,Bulk carrier,99.24,310.21
9423073,ANNOU MAX,Bulk carrier,189.06,590.06
9423334,FPMC B IMAGE,Bulk carrier,151.34,473.24
9423449,SEAPIKE,Oil tanker,97.07,306.18
9423499,FLORINDA,Bulk carrier,115.21,360.25
9423504,CAPTAIN ANDREADIS,Bulk carrier,102.01,319.13
9423528,PORT SHANGHAI,Bulk carrier,97.74,305.67
9423530,COLUMBIA,Bulk carrier,84.44,264.33
9423554,REGO,Bulk carrier,106.34,331.93
9423566,GMB ASTERIA,General cargo ship,119.73,375.03
9423578,EVER RELIANCE,Bulk carrier,102.32,318.79
9423645,SONGA BREEZE,Chemical tanker,62.62,195.78
9423683,MID FORTUNE,Chemical tanker,80.8,253.42
9423712,KAREN MAERSK,Oil tanker,98.39,307.13
9423724,CELSIUS BIRDIE,Chemical tanker,87.06,273.11
9423736,SUNNY HILL,Oil tanker,100.54,313.59
9423748,EEMSBORG,General cargo ship,49.34,155.85
9423750,CELSIUS EAGLE,Chemical tanker,256.25,805.6
9423774,ALPHA FAITH,Bulk carrier,183.77,574.45
9423786,KURPIE,Bulk carrier,107.87,339.22
9423798,KOCIEWIE,Bulk carrier,79.32,249.24
9423853,MORAIME,General cargo ship,47.14,147.96
9423932,OCEAN FREEDOM (Bulk carrier),Bulk carrier,67.41,210.21
9424053,LEVANA,Chemical tanker,121.7,380.65
9424089,LOUISE BULKER,Bulk carrier,66.08,206.62
9424091,EMMA BULKER,Bulk carrier,63.2,196.89
9424120,HEDVIG BULKER,Bulk carrier,64.08,200.5
9424132,ELVIRA BULKER,Bulk carrier,43.23,135.72
9424211,OLYMPIC LUCK,Oil tanker,265.98,828.88
9424273,OLYMPIC LIGHT,Oil tanker,218.43,685.04
9424560,INDUSTRIAL GRACE,General cargo ship,106.16,331.76
9424572,INDUSTRIAL GUIDE,General cargo ship,107.87,337.22
9424596,ARGENT GERBERA,Chemical tanker,89.2,279.97
9424601,THOR FRIENDSHIP,Bulk carrier,81.01,254.02
9424613,THOR FORTUNE,Bulk carrier,89.61,280.67
9424649,PS TOKYO,Oil tanker,89.39,279.8
9424651,DI MATTEO,Oil tanker,83.59,261.07
9424807,SELECTA,General cargo ship,44.66,140.51
9424857,THOR ACHIEVER,Bulk carrier,112.13,351.1
9424871,AMANDINE,Ro-ro ship,109.54,344.9
9424883,AZURA,Passenger ship,411.39,1290.87
9425045,SC CHONGQING,Chemical tanker,46.6,148.54
9425124,IOLCOS PRIDE,Bulk carrier,124.21,388.83
9425136,IOLCOS LEGACY,Bulk carrier,122.3,383.92
9425148,IOLCOS VISION,Bulk carrier,118.26,370
9425186,KINGCUP,Other ship types,103.33,323.17
9425241,CORAL PATULA,Gas carrier,78.1,247.47
9425253,CORAL PEARL,Gas carrier,69.48,219.69
9425356,TERNVIND,Chemical tanker,56.36,178.4
9425447,CAPE PEONY,Bulk carrier,156.64,489.97
9425461,SC LOTTA,Bulk carrier,175.47,547.57
9425473,MAHA ANOSHA,Bulk carrier,159.96,499.94
9425497,PERSEUS N,Oil tanker,178.14,562.22
9425502,TORM GYDA,Oil tanker,167.91,524.73
9425526,UNIQUE EXPLORER,Oil tanker,115.58,363.09
9425540,MARIPOSA,Chemical tanker,105.29,330.76
9425679,TRITON HAWK,Bulk carrier,92.48,290.55
9425760,ANETOS,Bulk carrier,88.43,275.42
9425825,PILION,Bulk carrier,82.85,259.2
9425875,NORD MANATEE,Bulk carrier,92.49,288.04
9425887,DORIC VICTORY,Bulk carrier,99.17,309.27
9425899,ROYAL SAMURAI,Bulk carrier,68.84,214.63
9425916,SEA IRIS,Bulk carrier,96.79,302.48
9425930,SANTA KATARINA,Bulk carrier,96.94,303.26
9425980,STOLT MEGAMI,Chemical tanker,79.79,250.53
9426001,NIKILAND,Bulk carrier,132.04,413.71
9426013,CLAIRE Z,Bulk carrier,142.42,445.4
9426049,ZEUS,Bulk carrier,127.16,399.56
9426063,BOTTIGLIERI CHALLENGER,Bulk carrier,126.95,396.15
9426087,BOTTIGLIERI FRANCO VELA,Bulk carrier,132.04,412.31
9426142,BULK PERU,Bulk carrier,99.77,312.3
9426154,BULK URUGUAY,Bulk carrier,57.01,177.84
9426245,BULK COLOMBIA,Bulk carrier,120.03,374.21
9426283,HAFNIA NORDICA,Oil tanker,93.93,295.43
9426300,GINGA CARACAL,Chemical tanker,86.75,272.28
9426350,DIONYSOS LEADER,Vehicle carrier,119.96,374.5
9426362,DAEDALUS LEADER,Vehicle carrier,97.74,306.37
9426374,PLEIADES LEADER,Vehicle carrier,112.53,351.94
9426570,NEW BRIDGE,General cargo ship,56.4,175.95
9426594,MARGARITA,Oil tanker,154.99,484.04
9426702,ULTRA PROSPERITY,Bulk carrier,95.71,298.38
9426776,AMIS WISDOM II,Bulk carrier,100.92,316.12
9426790,AENEAS,Container ship,234.37,732.01
9426867,UBC SAGUNTO,Bulk carrier,78.87,245.73
9427079,BBC GREENLAND,General cargo ship,59.31,185.69
9427081,BBC PACIFIC,General cargo ship,47.6,149.5
9427316,SAVINA,Bulk carrier,147.31,458.78
9427342,ORIENT RISE,Bulk carrier,90.8,283.93
9427380,HELEN BOLTEN,Other ship types,69.59,220.73
9427392,CALLISTO,Bulk carrier,90.49,283.62
9427574,ALBATROSS (Bulk carrier),Bulk carrier,63.78,199.95
9427586,SIDER JOY,Bulk carrier,74.68,233.86
9427627,ASPEN SPIRIT,Oil tanker,205.64,645.81
9427639,COPPER SPIRIT,Oil tanker,212.1,668.21
9427641,TAHOE SPIRIT,Oil tanker,197.71,618.87
9427902,MANDARIN SKY,Bulk carrier,102.85,320.55
9427940,PAGLIA,Vehicle carrier,102.62,323.29
9427964,PARANA,Vehicle carrier,98.88,309.12
9427976,FMT GUMULDUR,Oil tanker,67.54,212.39
9427988,FMT BERGAMA,Oil tanker,65.33,205.3
9427990,FMT EFES,Oil tanker,67.05,211.59
9428073,SOLANDO,Chemical tanker,101.16,318.68
9428085,SOLERO,Chemical tanker,81.81,257.94
9428205,SAMBA,Container ship,76.93,243.82
9428217,SAMSKIP BLAFELL,Container ship,69.57,219.76
9428322,AS FORTUNA,Container ship,115.47,361.43
9428346,MR PEGASUS,Chemical tanker,120.17,377.05
9428358,UACC SILA,Chemical tanker,127.62,398.18
9428360,UACC SHAMS,Chemical tanker,109.78,344.47
9428372,NORD PEARL,Chemical tanker,150.59,472.23
9428384,MR ORESTES,Chemical tanker,112.74,353.09
9428413,FLORIJNGRACHT,General cargo ship,64.56,201.93
9428425,FAGELGRACHT,General cargo ship,62.95,196.92
9428437,AC-D,Chemical tanker,55.81,174.17
9428449,CAROLINE THERESA,Chemical tanker,51.46,161.56
9428451,KARINA THERESA,Chemical tanker,56.71,177.39
9428657,BEAUTRADER,General cargo ship,41.26,129.29
9428669,BEAUTRITON,General cargo ship,38.04,119.09
9428774,JOY X,General cargo ship,43.27,135.44
9428786,TINOS (General cargo ship),General cargo ship,36.58,114.8
9428970,SKS DRIVA,Oil tanker,148.32,462.43
9428982,SKS DOURO,Oil tanker,140.73,439.56
9429003,SKS DOYLES,Oil tanker,150.47,471.35
9429015,DELTA KANARIS,Oil tanker,110.99,347.79
9429027,DELTA TOLMI,Oil tanker,159.61,501
9429039,ASHLEY LADY,Oil tanker,152.94,483.06
9429053,ROSLYN,Bulk carrier,107.92,337.17
9429065,SANIA,Bulk carrier,106.16,331.01
9429182,ALBANEL,Oil tanker,160.79,504.98
9429194,POLLUX (Container ship),Container ship,89.83,284.97
9429209,CARAT,Container ship,108.1,338.13
9429211,BAKKAFOSS,Container ship,91.2,286.13
9429223,SCA MUNKSUND,Container ship,86.3,268.91
9429235,SCA TUNADAL,Container ship,81.96,255.36
9429261,EXPANSA,Container ship,84.79,268.9
9429273,EXTERNO,Container ship,83.48,263.63
9429285,VIOLANDO,Oil tanker,179.53,559.48
9429297,NICOLAOS,Oil tanker,149.8,468.63
9429754,JACQUELINE C,General cargo ship,51.1,159.54
9430129,JANET C,General cargo ship,80.98,252.17
9430131,JOHANNA C,General cargo ship,62.63,195.23
9430143,JULIE C,General cargo ship,59.21,184.68
9430193,HERCULES J,Container ship,101.9,321.44
9430260,FALCON MARYAM,Chemical tanker,113.38,355.34
9430272,ALPINE ETERNITY,Oil tanker,136.15,426.32
9430296,ALPINE VENTURE,Oil tanker,109.4,343.82
9430363,SANTA ROSA,Container ship,270.24,843.55
9430375,SANTA TERESA,Container ship,225.15,701.13
9430387,SANTA URSULA (Container ship),Container ship,253.44,791.72
9430399,SANTA BARBARA (Container ship),Container ship,245.19,766.43
9430519,NOCC ATLANTIC,Vehicle carrier,115.08,360.61
9430624,ORUBA,General cargo ship,40.16,125.91
9430739,ALKIMOS,Chemical tanker,56.6,176.93
9430777,JPO VOLANS,Container ship,99.33,309.36
9430791,CELIK 1,General cargo ship,24.81,78.06
9430870,HANSA NEUBURG,Container ship,102.62,320.56
9430947,WILSON NORTH,General cargo ship,44.8,141.35
9430959,WILSON NICE,General cargo ship,45.32,142.78
9430961,WILSON NARVIK,General cargo ship,44.95,141.83
9430973,WILSON NANTES,General cargo ship,42.45,133.5
9430985,WILSON NEWPORT,General cargo ship,42.64,135.03
9430997,WILSON NORFOLK,General cargo ship,44.63,141.14
9431006,WILSON NEWCASTLE,General cargo ship,44.03,139.03
9431018,WILSON NANJING,General cargo ship,46.85,147.62
9431032,NIKE,Chemical tanker,58.43,184.65
9431056,MAINLAND,Chemical tanker,58.44,184.98
9431111,AL KHATTIYA,LNG carrier,352.93,1101.91
9431123,AL KARAANA,LNG carrier,396.32,1228.23
9431135,AL NUAMAN,LNG carrier,356.15,1106.21
9431147,AL BAHIYA,LNG carrier,370.88,1152.93
9431173,BASTIONS,Bulk carrier,133.4,418.56
9431185,NORD CETUS,Bulk carrier,132.51,418.27
9431214,ZARGA,LNG carrier,422.07,1304.08
9431264,KIRSTEN MAERSK,Oil tanker,110.96,346.35
9431276,MAERSK KATE,Oil tanker,107.46,336.2
9431288,MAERSK KAYA,Oil tanker,860.27,2758.03
9431290,MAERSK KATARINA,Oil tanker,103.05,323.87
9431305,MAERSK KIERA,Oil tanker,80.54,250.81
9431317,MAERSK KATALIN,Oil tanker,94.73,296.96
9431331,MERCS JAFFNA,Container ship,90.95,283.94
9431460,PACIFICA,General cargo ship,50.32,157.81
9431472,SE POTENTIA,General cargo ship,67.21,210.71
9431513,GLADIATORSHIP,Bulk carrier,126.08,394.38
9431630,MARFRET MARAJO,Container ship,144.84,452.66
9431692,TANJA RICKMERS,Container ship,169,527.11
9431707,NILEDUTCH OKAPI,Container ship,171.64,536.37
9431812,JACK LONDON,Container ship,152.25,474.33
9431836,HOEGH BEIJING,Vehicle carrier,90.54,283.66
9431848,HOEGH XIAMEN,Vehicle carrier,109.28,341.97
9431850,HOEGH MAPUTO,Vehicle carrier,87.89,275.15
9431862,HOEGH SINGAPORE,Vehicle carrier,109.46,342.42
9431898,HUAYANG SUNRISE,Bulk carrier,85.08,265.72
9431977,RITA BR,Bulk carrier,48.45,151.88
9432048,DEMETRIOS,Oil tanker,170.68,532.86
9432050,GIANNIS,Oil tanker,122.27,382.9
9432062,ELENI,Oil tanker,157.85,493.77
9432115,ADAM ASNYK,General cargo ship,91.91,288.65
9432139,PARANDOWSKI,General cargo ship,121.14,381.74
9432153,KRASZEWSKI,General cargo ship,130.52,407.36
9432165,QIAN KUN,General cargo ship,103.54,324.52
9432206,BELTNES,Bulk carrier,99,309.04
9432220,VERA RAMBOW,Container ship,90.32,282.28
9432232,CHARLOTTA B,Container ship,97.39,307.27
9432490,NOMADIC BERGEN,General cargo ship,52.36,164.54
9432505,WES SONJA,General cargo ship,44.98,141.42
9432517,SIDER MONICA,General cargo ship,53.68,168.31
9432529,OLYMPIA LOGGER,Bulk carrier,63.66,198.63
9432531,PLUTO,Bulk carrier,80.74,253.35
9432828,DOCK III,General cargo ship,128.45,400.68
9433016,TECTUS,Oil tanker,144.65,454
9433298,BBC MARYLAND,General cargo ship,31.77,98.98
9433303,LOKHOLMEN,Chemical tanker,79.92,252
9433315,BBC SWITZERLAND,General cargo ship,66.88,209.32
9433327,BBC AUSTRIA,General cargo ship,65.58,204.71
9433444,ATLANTIC EAST,Container ship,79.32,248.65
9433456,SELFOSS,Container ship,71.2,223.98
9433509,TORM ATLANTIC,Oil tanker,104.93,329.34
9433547,MANDARIN GLORY,Bulk carrier,111.77,348.49
9433585,PINK STARS,Oil tanker,163.81,511.94
9433602,KEY DISCOVERY,Bulk carrier,90.06,281.74
9433614,LILY ATLANTIC,Bulk carrier,93.79,293.03
9433640,KEY JOURNEY,Bulk carrier,95.76,299.68
9433664,KEY GUARDIAN,Bulk carrier,106.92,336.15
9433717,CASTILLO DE SANTISTEBAN,LNG carrier,286.9,801.1
9433901,BSL ELSA,Chemical tanker,94.43,295.49
9434060,SPITSBERGEN,Ro-pax ship,86.06,275.91
9434175,AMBRA,General cargo ship,75.97,238.72
9434204,OLAF,Chemical tanker,94.77,295.82
9434216,HSL ANNA,Chemical tanker,97.01,304.29
9434266,VALENCIA KNUTSEN,LNG carrier,202.99,558.51
9434321,SEBRING EXPRESS,Vehicle carrier,80.84,252.77
9434369,ANANGEL GUARDIAN,Bulk carrier,158.39,496.5
9434371,ANANGEL SEAFARER,Bulk carrier,158.86,495.85
9434383,ANANGEL GLORY,Bulk carrier,150.61,471.32
9434395,ANANGEL VIGOUR,Bulk carrier,186.33,584.45
9434412,MARAN HARMONY,Bulk carrier,186.52,583.38
9434424,SAMJOHN SOLIDARITY,Bulk carrier,162.42,506.49
9434462,CITY OF HONGKONG,Container ship,153.23,477.38
9434498,AMSTEL LION,Bulk carrier,78.11,244.77
9434527,KIWI ARROW,Bulk carrier,99.26,309.34
9434539,TOKI ARROW,Bulk carrier,100.88,314.91
9434565,MARIJEANNIE,Bulk carrier,158.19,495.51
9434606,GLOBAL BRAVE,Bulk carrier,114.17,358.5
9434632,NEW SUCCESS,Oil tanker,240.37,750.77
9434711,SKYLIGHT,Bulk carrier,109.04,341.33
9434723,KIRANA NAREE,Bulk carrier,138.28,431.04
9434735,KANCHANA NAREE,Bulk carrier,116.25,362.48
9434747,NAESS RESOLUTE,Bulk carrier,115.03,359.23
9434759,OSTERMARSCH,General cargo ship,45,141.61
9434761,AMELAND (General cargo ship),General cargo ship,50.35,159.07
9434802,FRISIA ILLER,Container ship,104.74,326.75
9434905,MAERSK NIAGARA,Container ship,136.67,426.86
9434917,MAERSK NIAMEY,Container ship,136.06,425.33
9434929,MAERSK NIJMEGEN,Container ship,144.56,452.25
9434931,MAERSK NIMES,Container ship,135.51,423.68
9434943,MAERSK NITEROI,Container ship,130.42,407.66
9435026,BBC TENNESSEE,General cargo ship,53.06,167.72
9435105,ERIK,General cargo ship,56.76,178.48
9435117,FRIEDA,General cargo ship,56.38,176.34
9435129,JANNES,General cargo ship,59.75,187.13
9435325,AGDASH,Oil tanker,56.74,178.08
9435454,SCOTTISH VIKING,Ro-pax ship,150.83,919.53
9435557,CAMDEN,Chemical tanker,65.26,204.69
9435674,LOUISA SCHULTE,Container ship,102.02,318.59
9435686,LUDWIG SCHULTE,Container ship,127.09,396.47
9435820,AS LAGUNA,Container ship,94.5,295.05
9435894,OVERSEAS MYKONOS,Oil tanker,135.34,425.92
9435909,OVERSEAS SANTORINI,Oil tanker,120.15,375.86
9436006,SIGNAL CHEETAH,Oil tanker,166.52,520.89
9436018,IRIDESCENT,Oil tanker,222.94,697.41
9436020,CRUDE CENTURION,Oil tanker,197.77,618.5
9436111,ORIENT LUCKY,Bulk carrier,100.96,316.33
9436197,SUSAN BORCHARD,Container ship,79.23,246.87
9436202,MIRIAM BORCHARD,Container ship,79.98,249.26
9436214,SAMSKIP INNOVATOR,Container ship,75.2,237.29
9436226,VASTERBOTTEN,General cargo ship,52.56,168.52
9436238,HALLAND,General cargo ship,40.9,131.11
9436240,NYLAND,General cargo ship,39.64,127.07
9436252,URA,General cargo ship,44.76,140.45
9436276,SUA,General cargo ship,51.73,162.12
9436290,SAMSKIP ENDEAVOUR,Container ship,77.26,245
9436305,JOHANNA SCHEPERS,Container ship,88.91,277.11
9436329,BBC VOLGA,General cargo ship,90.96,284.35
9436331,BBC CONGO,General cargo ship,67.24,210.4
9436343,GRAZIA,Chemical tanker,100.7,314.83
9436355,CMA CGM TANCREDI,Container ship,218.1,680.32
9436367,CMA CGM BIANCA,Container ship,224.06,697.72
9436379,CMA CGM SAMSON,Container ship,272.76,849.49
9436381,ASKHOLMEN,Chemical tanker,96.83,304.21
9436393,BRENTHOLMEN,Chemical tanker,98.88,314.41
9436422,CARTAGENA TRADER,Container ship,152.73,476.78
9436446,NORDIC LIGHT,Oil tanker,204.81,641.6
9436642,KMAX RULER,Bulk carrier,146.86,462.39
9436666,HISTRIA PRINCE,Oil tanker,142.05,444.81
9436678,NORIENT SCORPIUS,Chemical tanker,126.11,394.5
9436680,COSTANZA M,Oil tanker,148,463.77
9436692,LISCA NERA M,Oil tanker,113.98,356.88
9436707,ALLEGRA (Oil tanker),Oil tanker,112.4,352.2
9436719,HISTRIA GEMMA,Oil tanker,97.73,306.52
9436721,SERENE LYDIA,Bulk carrier,110.6,346.59
9436733,INCE EGE,Bulk carrier,147.77,461.44
9436941,SYRA,Oil tanker,170.47,533.08
9436953,BBC KWIATKOWSKI,General cargo ship,52.09,163.7
9436965,BBC GDANSK,General cargo ship,52.42,163.63
9437048,BLANDINE,Container ship,228.99,714
9437050,BARBARA (Container ship),Container ship,242.65,759.03
9437103,ATHANASSIOS G.O.,Bulk carrier,117.35,365.72
9437115,AS FLORIANA,Container ship,89.46,279.78
9437127,WARNOW BELUGA,Container ship,96.84,302.75
9437139,MICHIGAN,Container ship,101.69,317.39
9437141,ANNALISA P,Container ship,99.06,313.95
9437153,BBC BERGEN,General cargo ship,44.09,138.95
9437165,BBC BANGKOK,General cargo ship,42.5,133.71
9437191,AS FATIMA,Container ship,99.79,314.29
9437309,ABB VANESSA,General cargo ship,68.42,214.35
9437311,OSLO FJORD 1,General cargo ship,67.01,209.69
9437323,NORDIC SVALBARD,General cargo ship,94.68,297.33
9437335,OCEAN GIANT,General cargo ship,92.64,291.6
9437385,SEASPAN LONCOMILLA,Container ship,158.1,493.26
9437414,OCEAN TREASURE,Bulk carrier,137.09,428.81
9437505,TRANSCENDEN TIME,Bulk carrier,86.88,271.19
9437517,ST GEORGE,Bulk carrier,78.42,244.91
9437529,ST. PETER,Bulk carrier,78.87,248.39
9437658,FPMC P EAGLE,Oil tanker,119.62,374.38
9437684,CHRYSALIS,Oil tanker,189.11,595.76
9437866,SILVER SPIRIT,Passenger ship,197.05,627.47
9437907,GRANDE MAROCCO,Container/ro-ro cargo ship,153.68,479.98
9437919,GRANDE GUINEA,Container/ro-ro cargo ship,112.24,351.06
9437921,GRANDE CONGO,Container/ro-ro cargo ship,134.88,421.96
9437933,GRANDE GABON,Container/ro-ro cargo ship,143.25,448.2
9437945,GRANDE SIERRA LEONE,Container/ro-ro cargo ship,148.72,465.68
9437983,OILMEDA,Oil tanker,163.49,512.1
9438016,DENALI,Bulk carrier,87.53,272.76
9438042,ROADRUNNER,Bulk carrier,107.8,336.88
9438054,DELPHI RANGER,Bulk carrier,100.95,314.85
9438066,MARINA (Passenger ship),Passenger ship,285.57,906.8
9438078,RIVIERA,Passenger ship,326.74,1023.85
9438145,VALLEY OAK,Chemical tanker,85.35,267.24
9438248,GURONI,Chemical tanker,46.94,147.84
9438353,CS FUTURE,General cargo ship,93.4,293.26
9438406,PENTATHLON,Oil tanker,186.6,583.46
9438418,NORDIC CROSS,Oil tanker,207.2,647.01
9438444,SWAN BISCAY,Chemical tanker,87.43,275.21
9438482,STAR SERVICE,Refrigerated cargo carrier,126.75,395.9
9438494,STAR QUALITY,Refrigerated cargo carrier,125.72,392.65
9438511,STAR TRUST,Refrigerated cargo carrier,131.71,411.39
9438573,ONEGO ELBE,General cargo ship,53.36,168.06
9438585,ONEGO NEVA,General cargo ship,53.41,168.8
9438614,GOLDEN SUEK,Bulk carrier,108.64,339.41
9438626,GOLDEN BULL,Bulk carrier,112.13,351.67
9438638,GOLDEN BRILLIANT,Bulk carrier,110.44,347.73
9438717,NEPTUNE KEFALONIA,Vehicle carrier,93.18,290.63
9438858,AMUNDSEN SPIRIT,Oil tanker,217.48,697.23
9438860,NANSEN SPIRIT,Oil tanker,208.69,669.05
9438949,IVER BITUMEN,Oil tanker,55.65,174.03
9439060,ANANGEL TRANSPORTER,Bulk carrier,164.11,513.15
9439072,ANANGEL MARINER,Bulk carrier,146.31,456.49
9439125,OCEAN CAESAR,Bulk carrier,139.63,436.5
9439137,OCEAN COBALT,Bulk carrier,154.01,479.85
9439151,CAROLINE ESSBERGER,Chemical tanker,56.78,182.05
9439163,IVER AMBITION,Chemical tanker,56.36,176.01
9439204,URAGA PRINCESS,Oil tanker,156.23,488.69
9439307,RICHMOND,Chemical tanker,64.76,202.96
9439357,LISSE,Chemical tanker,81.85,257.53
9439369,ALMERE,Chemical tanker,66.79,209.09
9439498,HAWK HUNTER,Container ship,145.05,453.52
9439539,SEA BAY,Oil tanker,222.29,709.91
9439541,SEA HOPE,Oil tanker,181.09,569.67
9439589,TIGER JIANGSU,Bulk carrier,147.66,463.29
9439606,TIGER GUANGDONG,Bulk carrier,146.05,456.79
9439620,TIGER SHANDONG,Bulk carrier,161.62,505.57
9439670,CAPTAIN A. STELLATOS,Oil tanker,173.63,543.26
9439773,RIDGEBURY CINDY A,Other ship types,97.66,307.1
9439785,RIDGEBURY ALEXANDRA Z,Chemical tanker,96.15,301.14
9439797,RIDGEBURY KATHERINE Z,Oil tanker,82.56,258.78
9439802,RIDGEBURY ROSEMARY E,Chemical tanker,89.99,283.4
9439814,ERIN SCHULTE,Chemical tanker,77.37,242.98
9439826,EVA SCHULTE,Chemical tanker,80.04,251.99
9439840,ELISABETH SCHULTE,Chemical tanker,80.49,254.48
9439876,ELISALEX SCHULTE,Chemical tanker,90.67,288.91
9440083,NEPTUNE ITHAKI,Vehicle carrier,90.18,281.24
9440095,NEPTUNE ODYSSEY,Vehicle carrier,85.81,267.66
9440100,NEPTUNE ILIAD,Vehicle carrier,83.63,260.83
9440136,ATLANTIC PEGASUS,Chemical tanker,102.11,321.79
9440148,NEPTUNE HELLAS,Vehicle carrier,90.21,281.47
9440241,ARKLOW MANOR,General cargo ship,58.98,185.74
9440253,ARKLOW MARSH,General cargo ship,59.92,189.18
9440265,ARKLOW MILL,General cargo ship,65.48,206.43
9440277,ARKLOW MEADOW,General cargo ship,56.91,179.39
9440306,GH MELTEMI,Container ship,218.64,681.32
9440332,ANANGEL VIRTUE,Bulk carrier,197.05,617.09
9440382,MIKELA P.,Oil tanker,209.94,657.56
9440447,OC AGGNES,Bulk carrier,92.58,295.68
9440473,ALTESSE,Chemical tanker,124.47,388.3
9440485,ARAMON,Chemical tanker,125.88,393.45
9440497,ALIGOTE,Chemical tanker,134.62,422.49
9440514,PAG,Chemical tanker,90.86,286.77
9440526,MINERVA ELPIDA,Oil tanker,180.61,565.39
9440576,PANTONIO,Container ship,70.59,221.49
9440588,PENGALIA,Container ship,65.78,210.88
9440590,SAMSKIP SKALAFELL,Container ship,78.45,248.44
9440605,ALINDA (Container ship),Container ship,81.02,254.46
9440784,HARRIER HUNTER,Container ship,185.2,576.71
9440796,CPO BALTIMORE,Container ship,153.6,481.5
9440801,HERON HUNTER,Container ship,132.9,416.75
9440825,HOBBY HUNTER,Container ship,138.69,434.68
9440916,BULK PRIDE,Bulk carrier,92.05,288.96
9440980,QUEEN JHANSI,Bulk carrier,104.73,326.53
9440992,KASTRO,Bulk carrier,89.51,279.19
9441001,MSC PALOMA,Container ship,377.04,1176.92
9441130,ABEL MATUTES,Ro-pax ship,160.97,501.48
9441142,BAHAMA MAMA,Ro-pax ship,158.23,493.18
9441154,CAPE TALLIN,Oil tanker,167.85,526.79
9441166,CAPE TAMPA,Oil tanker,144.52,452.36
9441180,CAPE TEES,Oil tanker,142.03,444.69
9441192,NORDIC GENEVA,Chemical tanker,153.74,479.17
9441207,MINDORO STAR,Chemical tanker,234.56,737.02
9441269,BITTERN,Bulk carrier,103.73,324.91
9441324,IBIS BULKER,Bulk carrier,103.94,324.1
9441336,JAY,Bulk carrier,114.53,358.71
9441348,KINGFISHER,Bulk carrier,92.38,288.75
9441362,NIGHTHAWK,Bulk carrier,107.58,337.56
9441374,ORIOLE,Bulk carrier,87.22,271.89
9441386,OWL,Bulk carrier,93.79,294.17
9441403,PUFFIN BULKER,Bulk carrier,98.3,307.66
9441415,ROADRUNNER BULKER,Bulk carrier,102.13,318.65
9441427,SANDPIPER BULKER,Bulk carrier,106.22,335.07
9441506,DIGNITY ACE,Vehicle carrier,144.11,453.59
9441520,HORIZON LEADER,Vehicle carrier,124.1,387.84
9441556,HERITAGE LEADER,Vehicle carrier,542.19,1693.42
9441568,HARMONY LEADER,Vehicle carrier,284.33,888.7
9441570,HEROIC LEADER,Vehicle carrier,143.17,448.42
9441582,GLOVIS CLIPPER,Vehicle carrier,107.89,338.09
9441594,GLOVIS CARAVEL,Vehicle carrier,298.04,932.41
9441609,MORNING CLASSIC,Vehicle carrier,132.8,419.48
9441611,MORNING COMPASS,Vehicle carrier,146.17,458.65
9441623,HOEGH ANTWERP,Vehicle carrier,81.89,256.46
